"com","id_noeud","POPULATION"
"83003","97787",934
"83082","17099",1459
"83028","151167",1836
"09113","171392",543
"83138","143553",2863
"83029","221522",3385
"72023","115581",2174
"06090","122261",7598
"06030","202810",43187
"40317","44112",2426
"40291","182323",1376
"40261","74665",2461
"40003","80209",292
"40179","102723",1752
"40300","141975",851
"09286","90725",24
"40088","68652",20776
"40063","165165",787
"40334","37921",390
"40202","37915",3178
"40126","165161",1861
"40113","127246",536
"40205","202386",248
"40104","116779",1166
"40141","16671",306
"40144","99932",248
"40249","93408",505
"40177","199435",323
"40017","58843",386
"40024","213211",283
"40092","116714",268
"40098","13869",373
"40196","114779",574
"40289","212855",212
"40057","150869",271
"40082","122080",265
"85012","136201",2179
"40001","160283",6156
"32027","41654",1358
"32004","200707",151
"32460","117465",293
"32209","78714",250
"32380","26813",141
"32191","26812",132
"32005","209941",293
"32390","198775",232
"32458","146012",249
"32437","197842",193
"32214","102925",113
"32434","102927",115
"32115","151976",339
"32462","219375",3563
"32346","206895",203
"32382","151960",318
"32204","57436",399
"32251","143171",64
"32384","206863",286
"32368","211706",563
"32347","177016",276
"32348","42427",579
"32453","124012",121
"32258","129158",225
"32335","212675",474
"32431","233314",34
"32249","84847",2066
"31090","137013",391
"31275","226156",159
"31098","40697",1092
"31156","6504",343
"31164","79223",199
"31444","6496",137
"31413","45354",545
"31473","139096",419
"31281","45349",1355
"31592","163724",1638
"31403","45336",697
"31118","157819",5912
"31490","159488",5637
"31079","9858",4323
"31516","71106",1789
"31136","89368",1679
"31563","138272",1339
"31252","135336",1831
"31211","135331",676
"31049","37390",575
"31383","100918",1284
"31216","95987",275
"31094","115079",2546
"81255","224089",451
"81261","32452",973
"81215","145631",644
"81248","107065",824
"81043","211453",753
"81105","234300",11807
"81119","91292",483
"81250","52204",290
"81241","186776",264
"81314","26374",549
"38486","96407",6945
"81085","72656",50
"12249","118055",234
"12163","226847",186
"81023","205328",202
"12179","95635",97
"12192","99132",183
"12039","165816",293
"12275","84128",49
"34205","114600",296
"34132","164784",197
"34212","231781",153
"34304","33227",897
"34251","146134",456
"34343","165223",1184
"34152","42134",580
"34314","161130",403
"34266","194591",482
"34118","205516",513
"34286","58504",431
"34164","196654",966
"34249","204781",2270
"34242","6563",985
"34110","6562",664
"34227","147439",1642
"34027","28727",1651
"34296","396",962
"34263","394",386
"34288","177123",856
"30136","150019",1079
"34340","1498",1453
"34294","1493",914
"34033","232928",1892
"30185","215832",1396
"30083","34072",2434
"30123","209259",3476
"30004","54899",3140
"30019","54892",2526
"30333","215400",4219
"30043","205562",528
"30036","108851",3264
"30020","175587",2417
"30128","192216",4024
"30125","202753",4687
"13038","1003",3636
"13011","226087",450
"13006","63902",1550
"13105","179015",6888
"13003","201435",2443
"13024","114921",2532
"84065","212157",3785
"84147","210675",3284
"84026","197689",4132
"84089","218209",19498
"84002","196430",1121
"84010","89121",706
"84133","18719",4203
"84076","207900",1212
"84014","47713",1120
"13099","25834",937
"83150","152910",4198
"83005","101677",319
"04186","127225",88
"69030","2957",812
"83044","61783",355
"06118","126003",3851
"06095","149750",8005
"06137","67402",1286
"06069","56697",50916
"06105","104825",6404
"06112","104822",3989
"06018","9996",10015
"06027","102820",46940
"69264","218556",36531
"06123","42320",28891
"40328","153901",1525
"40230","80629",2656
"40235","69497",657
"40260","64489",380
"40068","64488",563
"40324","1404",266
"40018","131265",350
"40208","1403",377
"40201","210291",1439
"40147","64339",386
"40318","41626",301
"40309","94701",1079
"40282","21661",4732
"40076","60531",448
"40026","85193",368
"21412","7953",1490
"40080","33145",1093
"40329","169698",507
"32155","144049",1193
"32222","144053",256
"32202","26652",257
"32305","1085",390
"32291","98675",120
"32369","173737",399
"32299","23735",102
"32166","196984",113
"32059","157645",127
"32083","51414",955
"32341","143138",226
"32102","180272",199
"32329","57441",183
"32286","124032",725
"32184","129160",133
"32101","124345",212
"32441","203602",72
"32150","31587",187
"32026","169478",102
"32269","150121",484
"32154","80954",107
"32436","84841",518
"82036","201876",135
"82059","184364",294
"82064","20688",111
"82053","57040",289
"31265","93751",267
"31093","79222",892
"82005","73741",1137
"30147","144473",1618
"82075","98597",3860
"31515","166632",457
"82142","179946",1426
"31202","9868",5736
"31311","25098",1136
"31583","126387",1026
"31073","37101",501
"81228","136471",413
"31066","58427",3625
"31346","173759",908
"31288","115080",324
"81220","61638",5290
"81070","165788",2549
"81149","191171",401
"47325","112082",475
"81202","79682",949
"81208","104403",514
"81117","114971",722
"81046","36468",1497
"81287","133749",263
"81138","187410",465
"81147","33803",1110
"81079","196758",745
"81088","191148",517
"81295","169826",440
"81183","153400",188
"81203","214852",526
"12152","23167",124
"12125","175827",258
"12069","66741",283
"12044","213588",986
"12099","11208",260
"12109","167777",106
"12147","162419",130
"12067","38237",75
"34233","11187",234
"34230","77556",143
"34253","150625",35
"34283","59443",107
"34195","19376",40
"34060","10008",356
"34264","227684",199
"34322","213577",716
"34131","43990",583
"34274","201964",2651
"34102","164210",329
"34297","134041",393
"34112","60451",171
"34048","65088",301
"30018","214200",531
"30144","93964",472
"30244","69119",350
"30069","9212",450
"30023","199051",864
"30321","217062",4536
"30352","232610",1654
"30114","69116",660
"14754","152383",2721
"30091","232326",1595
"30082","6527",4131
"30169","203505",5755
"30075","190087",3912
"30138","175591",2071
"30060","181175",3886
"30249","52687",978
"30245","6525",772
"43158","26789",311
"30047","189736",6265
"30356","232454",2947
"13057","35153",508
"13094","171347",2379
"13108","154100",13941
"13034","131543",1769
"13064","133884",2527
"13067","179826",3114
"84093","186461",712
"84095","153223",793
"84042","153177",1797
"84121","43346",188
"84024","110762",895
"84084","65031",1333
"35019","14014",1818
"84090","47536",627
"84113","196671",859
"84009","18725",1339
"04063","205356",1068
"04197","194819",3416
"04189","160735",565
"04004","160734",523
"04124","219740",414
"04081","168020",421
"05114","168736",253
"83013","21455",198
"92012","218432",116794
"06010","95803",2991
"06088","123341",342295
"06159","100445",5326
"92062","212877",43891
"85084","131371",8460
"40021","29980",700
"40142","195097",965
"40114","75523",369
"40151","127276",423
"40180","188455",1124
"40153","73601",233
"40061","135710",1003
"40020","95594",630
"40280","113628",1650
"40122","95595",897
"40037","95596",1587
"40025","63736",895
"92023","218011",52203
"40055","3381",1517
"40175","67462",459
"40221","6211",361
"40259","26115",437
"40127","69102",531
"32449","4000",221
"32271","30819",302
"80552","185125",1222
"40052","69104",225
"32127","112936",640
"32274","31016",198
"32211","112939",202
"32340","42077",252
"32064","74119",441
"92047","38841",1673
"32110","19903",407
"32351","16572",98
"78264","22865",71
"32178","15499",76
"32459","212346",1140
"32035","174727",276
"32404","195021",588
"32224","27059",242
"32024","51413",173
"32417","128382",350
"32188","128343",71
"32306","33019",657
"32078","104751",226
"32066","178554",259
"32223","104752",76
"32452","131096",277
"32023","210478",72
"32139","178568",115
"32084","221298",56
"82091","107956",117
"82006","210793",64
"82013","37026",3772
"82193","212374",138
"82173","84547",963
"82043","73204",276
"82105","151238",1318
"82017","180551",1457
"82114","180543",607
"82048","133111",1551
"82028","52717",728
"82027","29881",1268
"82136","193044",1610
"82135","193042",1262
"31584","208440",5763
"82188","109686",596
"81293","170443",307
"31077","79030",484
"81276","61694",1141
"81099","219381",14334
"81171","79688",1376
"81038","101426",2250
"81131","8413",2007
"81020","133552",271
"81093","32755",666
"81059","137917",674
"81274","204335",812
"81113","48711",380
"81218","121827",2951
"81211","48381",451
"81317","118183",1234
"81096","208163",392
"81003","222303",931
"33547","73479",994
"81167","107892",96
"12248","222290",637
"12154","113969",633
"12222","130966",226
"12155","130964",324
"12077","130963",505
"34091","54857",52
"34278","26731",49
"34303","4437",36
"30353","194454",55
"30219","16598",101
"34115","146135",118
"34042","10022",620
"34238","83602",59
"34099","169652",68
"30200","146088",878
"30095","211948",545
"34318","164208",469
"30148","8907",254
"30121","8911",223
"30054","90724",259
"30192","32915",404
"30309","93959",279
"30098","104943",365
"30088","212444",603
"30349","140499",449
"30182","222082",1039
"30281","83640",1588
"30211","196783",4080
"30039","178848",2204
"30166","41081",2430
"30089","147974",1705
"30179","152564",3187
"47203","155106",2335
"13017","205499",1497
"27297","46085",351
"13116","45061",795
"13018","133603",4372
"84035","212914",25636
"84131","208080",1965
"84086","206532",1329
"84073","69637",1005
"84071","211463",1864
"84013","45636",245
"84051","194715",1142
"84020","129979",1376
"80409","46247",183
"84105","134448",1016
"84058","164131",408
"84128","229029",39
"84033","198357",122
"84112","63012",752
"84151","30402",210
"04129","96540",55
"04128","153842",207
"04112","56565",22412
"04230","85106",3244
"04172","16736",711
"80670","142577",542
"04171","229729",103
"04144","7744",335
"06028","174096",437
"06154","199481",417
"06003","174097",561
"06064","5739",4101
"06046","121358",3322
"06006","169336",2162
"06147","234591",4794
"06054","41655",4317
"80608","55067",240
"06012","108126",13279
"43054","62218",189
"06083","233256",28100
"71577","23854",207
"29039","200476",18867
"40075","178794",1997
"40311","149912",592
"40285","60536",603
"40320","96051",558
"40178","210044",692
"40051","6585",703
"34344","199656",8505
"40013","113930",116
"32189","187641",107
"32243","99128",281
"32236","81223",71
"32194","40205",215
"32203","54840",245
"32292","117498",452
"32075","69606",226
"32095","131055",588
"32350","206760",47
"32239","180106",459
"32442","194999",388
"47163","200597",567
"32158","24691",243
"32371","184505",104
"82129","226512",117
"82067","146005",110
"82104","151029",172
"82046","146006",102
"82180","37027",492
"82093","6879",647
"82023","41030",835
"82125","29916",6072
"82123","166582",1233
"82044","127999",1657
"82079","82152",3692
"82167","34925",1765
"82150","128000",894
"82194","14300",1266
"82176","139621",785
"82192","167817",507
"81175","119205",359
"81272","119030",222
"81178","104126",406
"81024","109605",330
"81283","59034",1090
"81087","36719",340
"81225","58617",975
"81029","83729",189
"44195","207038",8100
"81156","81815",3014
"81297","137922",1082
"64275","75356",629
"81063","83718",1561
"81004","232501",49342
"81253","156129",490
"81257","126316",6749
"81018","102641",2520
"81074","209846",1548
"81052","199004",2052
"81285","189946",472
"81247","157384",209
"81071","205825",84
"12080","175005",426
"12183","4908",201
"43153","55361",1979
"12233","177337",272
"12286","213108",1168
"12208","222297",8251
"12229","210307",266
"33058","62371",4730
"12295","232765",96
"12082","202574",178
"30064","179893",118
"30176","211818",205
"30199","214746",61
"30238","24997",54
"30280","1608",360
"34128","153803",1573
"34067","10013",1431
"34174","200386",879
"34171","87416",160
"33108","184931",2858
"30093","92226",111
"30050","69688",153
"30181","32913",397
"30354","171160",227
"30183","33088",638
"30122","215764",711
"30180","202134",622
"30233","13842",572
"30066","198115",575
"30255","48215",2957
"30061","202226",2047
"30224","207553",587
"30102","182737",598
"30228","105330",1672
"30206","23003",3958
"30057","130012",1564
"30145","228139",1438
"30116","103953",965
"30212","98844",2330
"30328","200171",1103
"30315","198801",1960
"13083","199811",4030
"84036","199627",3303
"84034","181494",4691
"33138","76604",8276
"84057","161697",324
"84114","34046",208
"84102","211765",1323
"84047","113715",2863
"84145","96568",785
"84032","63014",508
"84048","118507",56
"84144","5076",617
"04160","192186",1557
"04192","38530",1214
"04241","209999",178
"04242","150537",3881
"04245","131570",3125
"04035","205737",262
"04157","146209",749
"04184","227803",144
"04092","157533",81
"06116","203701",232
"04039","168718",1549
"06063","210763",70
"06047","229483",98
"06061","230527",100
"06017","53014",246
"06022","67307",485
"06066","173166",1512
"06126","103754",2735
"06117","192865",996
"06019","232414",1466
"06036","163864",381
"40155","99349",1351
"40152","149911",1032
"40243","100739",2521
"40330","175563",286
"40215","13214",260
"40333","93192",1266
"40111","92961",719
"40250","214554",578
"40103","187746",589
"40050","203613",176
"40131","223371",689
"40039","67499",139
"40087","9016",365
"40102","64756",1330
"40218","123689",517
"32133","74131",274
"32107","117473",7003
"32143","201897",295
"65006","139206",284
"32345","100508",572
"32176","155361",121
"32391","176280",132
"32395","180615",211
"32085","12754",180
"32253","166855",530
"82102","91465",282
"82083","25840",124
"82143","25839",89
"82146","214866",68
"82035","53826",327
"82058","209711",97
"82003","44756",223
"82152","192489",413
"82030","192493",423
"82063","37031",665
"82171","174200",1428
"82052","162873",1056
"82124","199966",3745
"82085","46729",1152
"82025","46126",3634
"82121","20201",57921
"82066","12829",670
"82145","191730",367
"81217","229735",463
"81313","6712",228
"81316","83738",193
"64241","15434",441
"81197","139134",215
"81067","83719",475
"81319","129737",478
"81061","30318",194
"29131","209922",449
"81101","229442",1258
"81306","224020",824
"81277","225455",558
"81259","102640",214
"81308","149137",1311
"81082","29094",133
"12035","173661",164
"12228","146057",302
"12243","166572",816
"12203","8428",617
"12022","166577",108
"12282","8433",400
"12122","197648",124
"12220","166576",264
"12063","101771",1064
"12115","8422",306
"22273","223131",2071
"30017","29513",206
"30170","132138",929
"30157","198817",180
"30026","191100",1099
"30038","102077",348
"30024","89309",465
"30220","144401",232
"30272","102047",123
"30172","19359",673
"30106","147844",726
"30265","8847",238
"30150","99840",270
"30065","133528",355
"27242","22269",1004
"30267","164283",524
"30314","99838",233
"30234","48412",276
"30160","94365",242
"30146","164193",1431
"30163","48457",155
"30053","208394",796
"30313","211938",718
"30104","16082",681
"30100","99209",678
"30184","94350",1338
"30046","233872",852
"30241","136372",1762
"30248","65247",411
"30072","65242",430
"30126","203114",764
"30021","198182",330
"30041","118902",1174
"30049","170569",398
"30308","151669",912
"30085","118781",1102
"30286","233447",700
"30346","211104",1824
"30013","106241",445
"30260","18477",944
"30217","200109",7518
"30011","215042",8362
"84055","230380",1418
"84141","203545",10661
"84119","206777",4841
"84081","206936",7999
"84142","198828",2918
"84011","46520",335
"84101","207410",433
"84124","211142",925
"27447","171486",521
"84085","10482",411
"84118","201440",2729
"84103","113178",733
"04142","142083",60
"04162","229786",271
"04227","98346",261
"04012","170366",106
"27444","210628",226
"04151","151577",507
"04138","138598",276
"04034","131558",1068
"04143","10416",5716
"04041","158485",292
"04182","138770",186
"04084","116540",478
"04031","99913",574
"04107","184834",2
"04183","156053",156
"04007","225535",65
"04204","59065",166
"04224","211800",93
"06002","228224",69
"06045","21460",105
"06131","224750",44
"06093","27508",332
"06052","229726",118
"06141","138094",322
"06145","231040",122
"06043","163119",807
"40107","197542",299
"40006","175437",701
"40056","44310",770
"40170","108072",230
"65078","187386",386
"27020","99054",1565
"40288","205544",1155
"40245","187020",1855
"40262","187021",318
"40327","187022",252
"40124","48062",128
"40093","48060",271
"47258","21845",341
"47302","64753",686
"47211","64757",246
"47134","33618",389
"47139","22866",75
"32396","208084",215
"32328","204659",127
"32311","100512",328
"82181","139280",211
"82158","64397",162
"82166","198146",232
"82139","210097",124
"82054","67900",404
"82008","25962",942
"82109","42989",216
"82031","155968",1162
"82169","53833",2166
"82033","214238",13739
"82096","116643",3128
"82195","118631",705
"82090","176066",1037
"43163","166134",1179
"27203","29204",476
"81206","122174",578
"81108","100213",147
"81300","30562",125
"81148","116138",88
"76165","207559",10154
"81045","139170",368
"81290","151170",189
"81069","177141",940
"81146","91122",222
"81322","13401",217
"81114","13398",471
"81275","137766",185
"81068","204296",163
"81230","147064",759
"81186","25189",280
"81199","156079",196
"12230","149148",434
"12197","149149",2016
"12284","143826",341
"12251","143822",384
"12244","143817",861
"12225","16380",1509
"30074","174677",12
"30154","59169",400
"30229","221313",623
"74043","71539",5235
"30190","26755",436
"30087","112323",186
"30322","46286",292
"30140","46280",1144
"30246","112196",121
"30329","160309",439
"30162","12664",671
"30330","147843",867
"30042","173899",2471
"30161","23308",193
"30068","214228",844
"30214","173806",1955
"30071","48301",430
"30348","221162",1740
"30188","199295",733
"30240","164912",361
"30285","38272",699
"30158","123582",412
"30250","34511",339
"30261","27996",213
"30264","119920",162
"30030","89239",353
"30111","4228",418
"30001","31528",475
"74199","46086",476
"30299","38548",1053
"30110","4141",325
"30301","214226",304
"30262","94393",258
"30340","178842",555
"30302","114002",1982
"30326","101514",1891
"30149","115987",888
"30278","228974",2749
"30209","202762",4104
"30312","210373",1850
"84129","195530",18500
"84043","200148",8134
"84088","214479",10121
"27593","65890",1452
"84070","119116",1633
"84075","119117",405
"04132","9746",109
"04087","27821",131
"04206","28048",412
"04156","204761",209
"04054","226844",75
"04055","71230",182
"04180","107474",54
"04187","229530",44
"04133","99342",220
"04136","41099",342
"04005","140647",145
"04042","168383",131
"04174","7009",132
"04032","224157",122
"06008","230606",43
"06143","175011",698
"06098","27789",131
"06139","47924",103
"06078","231525",278
"06158","116127",668
"06086","214686",246
"40157","44103",1563
"40266","100738",1567
"40182","44715",853
"40165","175436",356
"63381","28522",1657
"40135","44317",869
"40033","187744",164
"40058","108309",228
"40149","59496",404
"40014","59497",310
"40164","91810",332
"40158","40765",269
"40015","135658",73
"47221","21784",586
"47009","141297",217
"29272","78205",2939
"47197","121490",229
"27062","177838",836
"47133","134866",505
"47137","117459",1446
"47092","34498",365
"47076","117977",277
"47279","184534",347
"82050","134470",1222
"82089","147283",1113
"82049","25271",1007
"82072","92670",955
"82141","534",606
"82186","68628",5174
"82175","212361",237
"21306","63521",209
"82101","28015",1106
"82112","214731",12564
"31492","99861",536
"82012","174203",523
"82080","55394",1149
"82087","212887",2872
"82108","194996",1333
"82140","94108",410
"82002","65651",3182
"82149","159500",1886
"82018","151372",1094
"81184","62330",27
"81234","209102",74
"81154","177143",76
"81263","26987",405
"81280","137713",232
"81249","97569",854
"12235","111404",211
"12207","139725",375
"12267","105537",635
"12092","39505",546
"12006","75572",370
"12153","51892",396
"12062","144019",340
"12084","154067",1573
"12204","154625",188
"30139","1098",361
"30297","185438",259
"30108","171140",168
"30195","229533",40
"43121","20166",225
"30269","189799",2706
"30094","5533",167
"30270","19771",1426
"30129","19678",707
"30165","134792",1178
"30109","169612",405
"30177","3929",645
"30320","31531",160
"57073","97773",831
"30035","206067",249
"30115","201795",255
"30056","199109",330
"30279","232440",758
"30292","51879",420
"30196","119215",382
"30205","202519",241
"30076","197688",809
"30331","59797",1756
"30092","173520",1614
"30355","210880",1012
"30254","51226",1864
"84027","203991",2747
"30178","113798",1438
"84056","202671",4778
"84031","201701",28422
"84004","182177",5324
"84067","202601",2528
"84072","102423",5816
"84046","75799",423
"84148","120019",1308
"84123","120030",1359
"04163","101952",581
"04201","169417",110
"04095","213453",89
"04169","118746",93
"04101","158468",115
"04116","113944",3592
"04065","190394",643
"04018","101948",1026
"04149","131571",2809
"01258","206446",1226
"04127","229482",365
"04108","114481",1989
"04122","229472",501
"04130","162279",140
"04046","158373",722
"04110","114486",1014
"04001","233782",1350
"04074","226921",112
"04059","104218",190
"04099","37700",96
"30296","112321",197
"04090","89484",192
"04115","118454",112
"04202","56735",121
"06101","24238",215
"06096","230668",89
"06072","109130",180
"06009","226041",107
"01046","200110",824
"06103","27349",1767
"06020","152319",543
"40053","40768",334
"47039","5318",41
"47085","101577",281
"47143","232825",2206
"47090","170419",391
"30086","204638",550
"43124","831",888
"47045","87013",523
"47172","69599",605
"47225","87017",1852
"47091","69966",1951
"47169","175688",1163
"47016","117458",1060
"47032","57754",6212
"47145","90335",3525
"47128","148437",1156
"47293","138781",438
"47269","123037",871
"47248","180563",512
"47262","184549",386
"47113","146556",131
"82065","206850",424
"82170","97060",599
"82051","70085",851
"82189","62196",732
"82110","172062",1013
"82037","89663",6753
"82159","29183",524
"82155","178525",1885
"81224","122370",114
"82191","185829",327
"12210","157499",419
"81245","137712",135
"81180","122166",270
"81110","197034",102
"12041","201621",233
"12085","206220",296
"12169","106899",1961
"12276","144292",361
"12046","92205",578
"12255","146053",744
"12253","176696",1064
"12307","207091",318
"12178","741",373
"12002","178107",858
"12086","33385",324
"12070","163268",523
"40150","44126",1981
"30311","102069",1974
"42238","58794",341
"48020","205424",48
"48115","37041",174
"30231","64179",416
"30294","108576",4940
"30223","134911",3899
"30305","189718",3209
"30274","191894",3268
"30187","107019",319
"30197","98762",245
"30318","107022",201
"30055","131238",633
"30113","196436",245
"30343","31002",619
"30282","156239",834
"30225","127195",1779
"30084","169120",693
"30191","51529",1079
"30081","213045",994
"84087","41431",29193
"84029","234307",4710
"84149","191552",1591
"84049","15590",533
"84059","177225",125
"84130","177229",123
"84030","202208",3164
"84008","208785",682
"84109","58606",174
"84017","47880",3110
"84005","120033",195
"84120","13072",127
"26135","87976",118
"04159","119144",61
"04145","202554",1490
"04053","190393",493
"04013","154858",558
"04079","9912",1369
"04244","214143",1679
"04070","200340",16512
"04113","204410",511
"04009","225080",20
"04218","61541",219
"04219","203306",232
"06133","49695",82
"06111","130282",203
"06102","227651",143
"77182","16008",4770
"06153","132155",891
"06129","109326",352
"74225","222748",14542
"64302","160254",474
"40184","125806",6977
"40094","44775",659
"40134","202868",2682
"40085","130404",428
"40319","55502",267
"47007","79917",175
"47286","16879",80
"47093","132257",355
"47008","207318",109
"47176","106372",187
"47318","208874",1040
"47041","146670",780
"47186","126256",767
"33063","125711",243626
"47040","126253",2004
"47201","203910",9484
"47100","157450",5231
"47209","97723",4239
"47273","163171",186
"47289","16063",569
"47234","57752",654
"47255","142148",178
"47305","148442",389
"30257","203724",1765
"82130","174963",173
"82060","95283",234
"82168","185308",344
"42175","207290",1218
"82154","223092",214
"82094","2758",1479
"82042","62143",1219
"82131","60342",1513
"82148","183950",670
"01183","90489",1418
"30317","199996",1737
"12105","54787",1082
"12135","122687",427
"12128","25142",244
"40002","16531",1539
"12194","139903",826
"12137","65670",763
"12045","40187",425
"12234","196670",567
"30031","221379",207
"12283","161253",507
"12050","47734",420
"30300","153204",500
"12238","12131",378
"48074","66562",268
"40120","158075",591
"74095","3367",289
"48193","198169",194
"48130","107398",101
"12160","215131",301
"48019","156425",204
"48098","37293",89
"30137","168993",115
"74015","36613",1053
"30307","3855",2618
"30132","190997",5176
"30204","201745",341
"30271","108458",649
"30215","35481",336
"30247","149535",273
"30218","148771",226
"30327","229128",55
"30131","69051",1083
"30230","159349",594
"30287","214437",613
"30277","180066",466
"30226","215243",1122
"84083","39606",2374
"30342","233460",1209
"84091","39603",5103
"84135","67374",1480
"84061","205601",311
"84127","146362",2461
"84134","41441",706
"84126","7890",839
"84069","112258",2758
"84044","26378",1141
"84110","172126",39
"84104","209303",1232
"84021","172125",78
"26263","103017",134
"04140","160833",129
"84125","52672",83
"04229","108088",245
"04211","95592",179
"04200","97805",623
"03227","144042",380
"04036","177753",964
"04072","228952",98
"37199","51861",464
"04240","61754",253
"06160","72976",67
"06040","118209",46
"40278","44161",873
"39343","234232",18
"40163","168220",510
"40167","10538",658
"40169","220152",124
"33188","179562",205
"33450","165666",218
"33232","126824",46
"47208","75334",206
"47205","150178",226
"47058","177435",244
"47012","65045",307
"14149","9692",459
"47251","87340",312
"42045","113683",47
"47308","23335",212
"47129","116401",287
"47249","650",512
"40312","173278",12269
"47107","10955",346
"47275","178599",179
"47104","221669",293
"47154","134045",354
"47140","12646",630
"47019","161377",975
"47075","22964",889
"42298","137191",379
"47025","42109",556
"47030","97708",216
"47062","214803",413
"47087","142147",149
"82022","13522",391
"82021","206563",208
"46206","36324",128
"46274","13438",196
"46063","49937",1838
"46248","154353",122
"46109","116275",460
"46202","64215",479
"46023","39531",507
"46026","177674",105
"82100","50498",131
"82172","50333",293
"82147","30606",339
"55167","43853",698
"12287","9100",709
"12150","110838",546
"12205","9067",765
"12259","26984",657
"12054","178703",376
"12059","154040",535
"12113","180284",474
"12032","88723",534
"12056","18971",3132
"12102","98991",2307
"12188","120512",282
"12297","116791",491
"12266","73946",579
"12294","127320",654
"48094","194086",402
"42205","185817",723
"48158","141354",118
"48178","45363",257
"30239","130815",568
"30080","160388",813
"30194","184672",290
"30079","77776",298
"30171","163002",1463
"30097","174425",306
"30037","149540",3024
"30303","204562",829
"30227","149466",3247
"30237","191899",633
"30266","204318",956
"07294","14679",524
"30134","147493",251
"30304","170988",181
"30143","14646",228
"30273","170986",1316
"30242","166233",172
"30290","24050",1783
"84078","139980",3745
"84063","144665",399
"84019","196727",13776
"26275","186458",1544
"84028","162864",1029
"84117","162866",334
"84098","41435",646
"84146","189942",516
"84022","200045",271
"84111","10895",337
"84045","209996",425
"84094","200922",623
"26188","191047",1061
"26180","86451",211
"26127","228246",100
"26239","33445",187
"26242","141196",18
"26278","155064",298
"26181","120620",232
"30033","141126",4450
"26279","16314",71
"26189","191714",103
"26126","221337",61
"05047","229674",126
"05160","228838",96
"05014","108381",230
"04179","129944",92
"04016","129947",49
"04155","108860",189
"40257","44148",1294
"06073","159154",722
"40332","204191",2166
"40156","222267",495
"40227","144221",1389
"40060","10537",149
"45244","52350",2731
"33115","31513",242
"33255","31514",221
"33095","179559",1289
"33190","165660",103
"33239","165659",488
"47010","96399",236
"47254","160565",302
"47026","160564",268
"47212","818",281
"47121","82125",322
"42237","171541",6597
"47220","112079",298
"47177","22982",210
"47038","68295",588
"47125","20312",312
"47190","156950",574
"47276","78877",301
"47081","19897",697
"30058","21321",207
"47228","199417",698
"47171","150406",416
"47162","15530",198
"30027","150559",2541
"47011","212812",197
"82185","78956",236
"82157","212987",132
"82153","97712",202
"82151","13520",425
"46201","101317",1754
"46263","55548",213
"46285","109848",264
"46069","205848",199
"46172","49934",458
"46070","225652",483
"46148","36501",1694
"46329","47398",279
"46013","50180",164
"46328","50184",308
"46247","84518",161
"46020","127570",235
"46227","127555",218
"46154","198758",330
"12140","49666",1002
"12263","157636",682
"12300","144539",11909
"12159","4350",569
"12071","29033",370
"40287","105419",3605
"45089","99996",8756
"12202","197600",23741
"12176","211754",11604
"12241","166349",1731
"12001","73942",1074
"30127","161373",1081
"48125","43156",128
"48154","216136",250
"12270","89813",4101
"48085","110203",105
"48101","205801",101
"48050","110242",482
"06031","144020",1357
"48194","110247",447
"48116","110244",591
"30130","59993",860
"30045","149537",379
"30022","59997",184
"07148","199824",147
"40194","165170",1161
"07280","169668",975
"07211","14677",474
"07033","163562",183
"07328","223925",554
"30124","31183",236
"30284","36940",4289
"07264","208375",2429
"30005","233915",216
"84064","87991",3913
"26342","75618",334
"26033","103781",847
"26054","153959",1364
"84150","38441",1910
"26317","19003",719
"26233","205420",264
"26048","225420",62
"26043","119831",156
"26050","225219",64
"26286","188133",23
"26091","36936",45
"26374","27811",24
"26153","191716",110
"05051","94458",31
"30221","132777",5458
"05135","138267",63
"04123","171741",1064
"04233","34494",264
"04050","231866",26
"04137","229761",43
"04228","33906",41
"05173","7277",439
"30155","226888",6346
"04235","40211",61
"04237","154025",127
"40108","44147",639
"42183","30300",7889
"40032","44313",199
"40008","44327",91
"33068","31516",82
"33336","170043",1046
"33329","122316",244
"33046","232374",1146
"33144","80235",828
"40229","153689",1518
"33235","48279",253
"33271","69438",184
"33195","109891",1154
"40217","44158",5652
"33137","6876",210
"90025","73090",328
"47115","160184",254
"47034","160182",604
"47013","96401",328
"90017","45159",1965
"47253","138648",550
"70420","137017",60
"62399","102199",677
"26256","18251",105
"47135","67266",427
"47099","187113",630
"47306","206158",1001
"47239","66390",847
"47027","167051",3117
"47280","57396",2296
"26343","97887",100
"47079","161051",500
"47064","212902",232
"47036","210212",357
"47312","204943",697
"47307","152476",187
"46300","57028",118
"46278","97726",109
"47160","213731",191
"46033","172700",192
"46301","97705",502
"46050","42863",147
"46137","207132",1189
"46197","78984",1019
"46105","232540",707
"46140","64324",338
"46010","64323",342
"46073","144523",419
"46270","108190",226
"46230","234191",81
"12053","53462",296
"12217","192384",724
"12227","134474",198
"12242","205668",334
"12034","160493",316
"12191","16844",349
"12121","58382",730
"12199","203811",1898
"12142","177438",651
"12066","93117",1156
"12020","72925",616
"12264","132059",3132
"40296","232771",3608
"12026","18963",1021
"12120","151379",2073
"12303","211823",253
"40331","6579",2421
"12239","98157",296
"12247","135172",337
"12047","123767",460
"48191","198472",90
"48181","198379",63
"48017","202251",1036
"48028","251",143
"30090","90186",258
"30153","150631",118
"07024","171697",692
"07017","204300",686
"29151","190259",15264
"55058","167407",320
"07034","142170",232
"07042","9979",7241
